movie_tv_goal_4-21###6617	3	DA: <knowledge> ( tv ) Message = No item available. <endofknowledge> <state> ( tv ) type equal_to " spannende " <endofstate> <history> AGENT_ACTS_PREV: ( tv ) request decade AGENT_ACTS: ( tv ) request type USER: Ich bevorzuge spannende Fernsehsendungen, kannst du mir etwas empfehlen? <endofhistory>	( tv ) recommend title equal_to " Quartet "	title	Quartet
movie_tv_goal_4-21###6617	4	DA: <knowledge> ( tv ) available_options " 105 " , decade " 2010er Jahre " , director " Sun Hao " , douban_score " 7,9 " , episode_length " 45 Minuten " , episodes " 46 Folgen " , name_list " Zhang Ruoyun/Li Qin/Chen Daoming/Wu Gang " , premiere_time " 26.11.2019 in China " , production_country_or_area " China " , star " Zhang Ruoyun " , title " Lebensfreude " , type " Drama " <endofknowledge> <state> null <endofstate> <history> AGENT_ACTS_PREV: ( tv ) request type AGENT_ACTS: ( tv ) recommend title equal_to " Quartet " USER: Wann war die Premiere? <endofhistory>	( tv ) inform premiere_time equal_to " 17. Januar 2017 "	premiere_time	17. Januar 2017
attraction_restaurant_goal_2-18###5165	1	DA: <knowledge> ( attraction ) Message = No item available. <endofknowledge> <state> ( attraction ) area equal_to " Bezirks Gusu " <endofstate> <history> USER: Hallo, meine Freunde kommen mich besuchen. Gibt es landschaftlich reizvolle Gegenden in der Nähe des Bezirks Gusu, die nicht so teuer sind? <endofhistory>	( attraction ) recommend name equal_to " Humble Administrator's Garden "	name	Humble Administrator's Garden
attraction_restaurant_goal_2-18###5165	2	DST: <state> ( attraction ) area equal_to " Bezirks Gusu " <endofstate> <history> AGENT_ACTS: ( attraction ) recommend name equal_to " Humble Administrator's Garden " USER: Gut, wo ist dieser? <endofhistory>	( attraction ) name equal_to " Der Humble Administrator's Garden "	name	Der Humble Administrator's Garden
attraction_restaurant_goal_2-18###5165	2	DA: <knowledge> ( attraction ) Message = No item available. <endofknowledge> <state> ( attraction ) name equal_to " Der Humble Administrator's Garden " <endofstate> <history> AGENT_ACTS: ( attraction ) recommend name equal_to " Humble Administrator's Garden " USER: Gut, wo ist dieser? <endofhistory>	( attraction ) inform address equal_to " No. 178, Dongbei Street, Gusu District, Suzhou City. "	address	No. 178, Dongbei Street, Gusu District, Suzhou City.
attraction_restaurant_goal_2-18###5165	4	DA: <knowledge> ( attraction ) address " Dongbei Street Nr. 178, Bezirk Gusu, Suzhou City " , area " Bezirk Gusu " , available_options " 40 " , consumption " preiswert " , features " ein UNESCO-Weltkulturerbe und einer der vier berühmten Gärten Chinas. " , metro_station " false " , name " Humble Administrator's Garden " , opening_hours " 07:30-17:30 " , phone_number " 0512-962015 " , score " 4,5 " , the_most_suitable_people " familienfreundlich " , ticket_price " 90 Yuan " , type " Garten im Suzhou-Stil " , ( restaurant ) address " B3-19, 3F, South Section, Suzhou Center, Suxiu Road Nr. 68 " , area " Suzhou Industrial Park " , available_options " 14 " , business_hours " 11:30-22:00, Montag bis Sonntag " , cuisine " Brot und Desserts " , dishes " Pilzcremesuppe " , metro_station " true " , name " L’Arôme " , per_capita_consumption " 412 Yuan " , phone_number " 0512-69881018 " , pricerange " etwas teurer " , score " 4,5 " <endofknowledge> <state> ( restaurant ) pricerange equal_to " etwas teurer " <endofstate> <history> AGENT_ACTS_PREV: ( attraction ) inform address equal_to " No. 178, Dongbei Street, Gusu District, Suzhou City. " AGENT_ACTS: ( attraction ) inform score equal_to " 4,5 " USER: Ok, wir verbringen vielleicht den ganzen Tag zusammen, können Sie mir ein paar etwas teurere Restaurants hier in der Nähe empfehlen? <endofhistory>	( restaurant ) inform cuisine equal_to " Jiangsu-Zhejiang-Küche " , recommend name equal_to " Banyuan Private Home Cuisine "	cuisine	Jiangsu-Zhejiang-Küche
attraction_restaurant_goal_2-18###5165	4	DA: <knowledge> ( attraction ) address " Dongbei Street Nr. 178, Bezirk Gusu, Suzhou City " , area " Bezirk Gusu " , available_options " 40 " , consumption " preiswert " , features " ein UNESCO-Weltkulturerbe und einer der vier berühmten Gärten Chinas. " , metro_station " false " , name " Humble Administrator's Garden " , opening_hours " 07:30-17:30 " , phone_number " 0512-962015 " , score " 4,5 " , the_most_suitable_people " familienfreundlich " , ticket_price " 90 Yuan " , type " Garten im Suzhou-Stil " , ( restaurant ) address " B3-19, 3F, South Section, Suzhou Center, Suxiu Road Nr. 68 " , area " Suzhou Industrial Park " , available_options " 14 " , business_hours " 11:30-22:00, Montag bis Sonntag " , cuisine " Brot und Desserts " , dishes " Pilzcremesuppe " , metro_station " true " , name " L’Arôme " , per_capita_consumption " 412 Yuan " , phone_number " 0512-69881018 " , pricerange " etwas teurer " , score " 4,5 " <endofknowledge> <state> ( restaurant ) pricerange equal_to " etwas teurer " <endofstate> <history> AGENT_ACTS_PREV: ( attraction ) inform address equal_to " No. 178, Dongbei Street, Gusu District, Suzhou City. " AGENT_ACTS: ( attraction ) inform score equal_to " 4,5 " USER: Ok, wir verbringen vielleicht den ganzen Tag zusammen, können Sie mir ein paar etwas teurere Restaurants hier in der Nähe empfehlen? <endofhistory>	( restaurant ) inform cuisine equal_to " Jiangsu-Zhejiang-Küche " , recommend name equal_to " Banyuan Private Home Cuisine "	name	Banyuan Private Home Cuisine
attraction_restaurant_goal_2-18###5165	5	DA: <knowledge> ( attraction ) address " Dongbei Street Nr. 178, Bezirk Gusu, Suzhou City " , area " Bezirk Gusu " , available_options " 40 " , consumption " preiswert " , features " ein UNESCO-Weltkulturerbe und einer der vier berühmten Gärten Chinas. " , metro_station " false " , name " Humble Administrator's Garden " , opening_hours " 07:30-17:30 " , phone_number " 0512-962015 " , score " 4,5 " , the_most_suitable_people " familienfreundlich " , ticket_price " 90 Yuan " , type " Garten im Suzhou-Stil " , ( restaurant ) address " B1, Nordabschnitt, Suzhou Center, Xinggang Street " , area " Suzhou Industrial Park " , available_options " 50 " , business_hours " 10:00–22:00, Montag bis Sonntag " , cuisine " Brot und Desserts " , dishes " Sternenklares Puddingbrötchen " , metro_station " true " , name " LELECHA " , per_capita_consumption " 44 Yuan " , phone_number " 0512-66363836 " , pricerange " günstig " , score " 4,5 " <endofknowledge> <state> null <endofstate> <history> AGENT_ACTS_PREV: ( attraction ) inform score equal_to " 4,5 " AGENT_ACTS: ( restaurant ) inform cuisine equal_to " Jiangsu-Zhejiang-Küche " , recommend name equal_to " Banyuan Private Home Cuisine " USER: Ok, können Sie für mich die Adresse und Telefonnummer nachschauen? Ist es in der Nähe einer U-Bahnstation? <endofhistory>	( restaurant ) inform address equal_to " Chuanfang Alley Nr. 3, nördlich der Pingjiang Road " , inform metro_station equal_to " keine direkte U-Bahnlinie dorthin " , inform phone_number equal_to " 139-6217-0368 "	address	Chuanfang Alley Nr. 3, nördlich der Pingjiang Road
attraction_restaurant_goal_2-18###5165	5	DA: <knowledge> ( attraction ) address " Dongbei Street Nr. 178, Bezirk Gusu, Suzhou City " , area " Bezirk Gusu " , available_options " 40 " , consumption " preiswert " , features " ein UNESCO-Weltkulturerbe und einer der vier berühmten Gärten Chinas. " , metro_station " false " , name " Humble Administrator's Garden " , opening_hours " 07:30-17:30 " , phone_number " 0512-962015 " , score " 4,5 " , the_most_suitable_people " familienfreundlich " , ticket_price " 90 Yuan " , type " Garten im Suzhou-Stil " , ( restaurant ) address " B1, Nordabschnitt, Suzhou Center, Xinggang Street " , area " Suzhou Industrial Park " , available_options " 50 " , business_hours " 10:00–22:00, Montag bis Sonntag " , cuisine " Brot und Desserts " , dishes " Sternenklares Puddingbrötchen " , metro_station " true " , name " LELECHA " , per_capita_consumption " 44 Yuan " , phone_number " 0512-66363836 " , pricerange " günstig " , score " 4,5 " <endofknowledge> <state> null <endofstate> <history> AGENT_ACTS_PREV: ( attraction ) inform score equal_to " 4,5 " AGENT_ACTS: ( restaurant ) inform cuisine equal_to " Jiangsu-Zhejiang-Küche " , recommend name equal_to " Banyuan Private Home Cuisine " USER: Ok, können Sie für mich die Adresse und Telefonnummer nachschauen? Ist es in der Nähe einer U-Bahnstation? <endofhistory>	( restaurant ) inform address equal_to " Chuanfang Alley Nr. 3, nördlich der Pingjiang Road " , inform metro_station equal_to " keine direkte U-Bahnlinie dorthin " , inform phone_number equal_to " 139-6217-0368 "	phone_number	139-6217-0368
Car_goal_5-38_v2###8539	2	DA: <knowledge> ( car ) 4wd " Zweiradantrieb " , available_options " 52 " , brand " SAIC Volkswagen " , classification " Schrägheck " , cruise_control_system " true " , heated_seats " false " , hybrid " benzinbetrieben " , name " POLO Automatic Panoramic Enjoyment Version " , number_of_seats " 5 " , parking_assist_system " false " , power_level " normal " , price " 109,900 " , pricerange " <150.000 " , series " POLO " , size " kleine Größe " , ventilated_seats " false " <endofknowledge> <state> null <endofstate> <history> AGENT_ACTS: ( car ) recommend name equal_to " Volkswagen T-Cross mit einem 1,5-Liter-Benzinmotor " USER: Hat es einen Tempomat? <endofhistory>	( car ) inform _cruise_control_system equal_to " Ja, das hat er "	_cruise_control_system	Ja, das hat er
